p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),OT
995.19,2.65,276.19,0.49,85.6,7.39,6.33,1.06,3.96,433.7
995.16,2.62,276.17,0.53,86.0,7.38,6.35,1.03,3.98,433.9
995.13,2.66,276.21,0.56,86.0,7.4,6.36,1.04,3.99,434.5
995.06,2.71,276.26,0.63,86.1,7.43,6.4,1.03,4.01,433.4
995.01,2.8,276.35,0.63,85.6,7.47,6.4,1.08,4.01,433.8
994.84,2.88,276.45,0.68,85.4,7.52,6.42,1.1,4.02,434.3
994.68,3.09,276.67,0.74,84.5,7.63,6.44,1.18,4.04,433.7
994.6,3.37,276.96,0.97,84.2,7.78,6.55,1.23,4.11,432.9
994.69,3.79,277.37,1.15,82.8,8.02,6.64,1.38,4.16,432.3
994.69,3.92,277.5,1.21,82.4,8.09,6.67,1.42,4.18,432.3
994.63,3.93,277.52,1.15,82.0,8.1,6.64,1.46,4.16,433.1
994.61,3.61,277.2,0.84,82.0,7.92,6.49,1.43,4.07,434.4
994.55,3.38,276.97,0.78,83.0,7.79,6.47,1.32,4.05,435.8
994.4,3.3,276.91,0.82,83.7,7.75,6.48,1.26,4.07,435.8
994.25,3.47,277.08,0.93,83.4,7.84,6.54,1.3,4.1,434.5
994.23,3.39,277.01,0.79,83.0,7.79,6.47,1.33,4.06,435.1
994.33,3.27,276.88,0.79,83.7,7.73,6.47,1.26,4.06,435.5
994.24,3.27,276.89,0.84,84.0,7.73,6.49,1.24,4.07,435.4
994.12,3.29,276.91,0.87,84.1,7.74,6.51,1.23,4.08,436.4
994.02,3.32,276.96,0.89,84.0,7.76,6.52,1.24,4.09,436.0
993.94,3.41,277.05,0.95,83.9,7.8,6.55,1.26,4.11,435.3
993.87,3.5,277.15,1.01,83.7,7.85,6.57,1.28,4.12,435.4
993.78,3.57,277.22,1.06,83.6,7.89,6.6,1.29,4.14,435.7
993.68,3.7,277.37,1.15,83.3,7.97,6.64,1.33,4.17,435.4
993.76,3.91,277.56,1.26,82.8,8.08,6.69,1.39,4.2,434.5
993.62,4.0,277.67,1.27,82.3,8.14,6.7,1.44,4.2,434.7
993.48,4.1,277.78,1.35,82.2,8.19,6.74,1.46,4.23,434.1
993.36,4.16,277.85,1.34,81.8,8.23,6.73,1.5,4.23,436.1
993.19,4.2,277.9,1.41,82.0,8.25,6.77,1.49,4.25,438.9
992.94,4.3,278.03,1.5,81.9,8.31,6.81,1.5,4.28,434.4
992.8,4.47,278.2,1.68,82.0,8.41,6.9,1.51,4.33,433.7
992.75,4.74,278.48,1.82,81.3,8.57,6.97,1.6,4.38,431.7
992.66,4.94,278.69,1.9,80.6,8.69,7.01,1.69,4.4,432.3
992.45,5.0,278.77,1.92,80.4,8.73,7.02,1.71,4.41,433.8
992.15,5.2,278.99,2.08,80.2,8.85,7.1,1.75,4.46,430.5
991.91,5.88,279.69,2.4,78.3,9.28,7.27,2.01,4.57,425.8
991.84,6.81,280.62,2.64,74.7,9.89,7.39,2.5,4.65,421.8
991.91,6.98,280.79,2.62,73.7,10.01,7.38,2.63,4.64,422.7
991.91,7.0,280.81,2.56,73.3,10.02,7.35,2.68,4.62,422.0
991.8,6.99,280.81,2.56,73.3,10.02,7.35,2.68,4.62,422.3
991.73,6.93,280.76,2.54,73.5,9.98,7.34,2.64,4.61,422.2
991.6,6.84,280.67,2.52,73.9,9.92,7.33,2.59,4.61,422.8
991.52,6.71,280.55,2.53,74.6,9.83,7.33,2.5,4.61,423.4
991.35,6.67,280.53,2.53,74.8,9.8,7.33,2.47,4.61,423.4
991.19,6.59,280.46,2.51,75.1,9.75,7.32,2.43,4.61,424.0
991.19,6.54,280.41,2.55,75.6,9.71,7.34,2.37,4.62,424.3
991.41,6.54,280.39,2.61,75.9,9.71,7.37,2.34,4.64,424.5
991.51,6.47,280.31,2.6,76.2,9.67,7.37,2.3,4.64,424.8
991.47,6.41,280.26,2.65,76.8,9.63,7.39,2.23,4.65,425.1
991.47,6.45,280.29,2.67,76.7,9.65,7.4,2.25,4.66,425.2
991.47,6.41,280.25,2.68,77.0,9.63,7.41,2.21,4.66,425.5
991.55,6.46,280.3,2.68,76.7,9.66,7.41,2.25,4.66,425.5
991.61,6.54,280.37,2.72,76.5,9.71,7.43,2.28,4.67,425.8
991.63,6.56,280.39,2.74,76.5,9.73,7.44,2.29,4.68,426.0
991.71,6.62,280.45,2.8,76.5,9.77,7.47,2.3,4.7,425.7
991.7,6.65,280.48,2.85,76.6,9.79,7.5,2.29,4.72,426.0
991.63,6.59,280.42,2.83,76.8,9.75,7.49,2.26,4.71,426.0
991.69,6.54,280.37,2.81,77.0,9.71,7.48,2.23,4.7,425.9
991.9,6.49,280.3,2.82,77.3,9.68,7.48,2.2,4.71,425.7
991.83,6.47,280.28,2.88,77.8,9.66,7.52,2.15,4.73,425.8
991.91,6.59,280.4,2.97,77.6,9.75,7.56,2.18,4.76,425.4
991.89,6.62,280.43,3.03,77.8,9.77,7.6,2.17,4.78,426.1
991.83,6.61,280.42,3.08,78.1,9.76,7.62,2.14,4.79,425.8
991.69,6.55,280.37,3.12,78.7,9.72,7.65,2.07,4.81,426.1
991.86,6.48,280.3,3.15,79.2,9.68,7.66,2.01,4.82,425.9
991.77,6.47,280.29,3.21,79.6,9.67,7.7,1.97,4.84,426.1
991.88,6.49,280.31,3.31,80.0,9.68,7.75,1.94,4.87,425.6
991.96,6.54,280.35,3.33,79.9,9.71,7.76,1.95,4.88,426.3
991.88,6.55,280.36,3.37,80.1,9.72,7.78,1.93,4.9,425.8
991.83,6.48,280.3,3.47,81.0,9.67,7.84,1.84,4.93,425.8
991.7,6.47,280.3,3.58,81.7,9.67,7.9,1.77,4.97,425.8
991.64,6.55,280.38,3.62,81.5,9.72,7.92,1.8,4.98,425.5
991.56,6.67,280.51,3.6,80.7,9.8,7.91,1.89,4.98,425.6
991.44,6.79,280.64,3.59,80.0,9.88,7.91,1.98,4.97,425.3
991.44,6.89,280.74,3.6,79.5,9.95,7.91,2.04,4.98,425.3
991.39,6.98,280.83,3.72,79.7,10.01,7.98,2.03,5.02,425.0
991.3,6.99,280.85,3.84,80.3,10.02,8.05,1.97,5.06,424.7
991.3,7.13,280.99,3.87,79.7,10.12,8.06,2.05,5.08,424.5
991.3,7.2,281.06,3.94,79.7,10.17,8.1,2.06,5.1,424.4
991.33,7.33,281.19,4.01,79.4,10.26,8.14,2.11,5.13,423.9
991.23,7.5,281.37,4.09,78.9,10.38,8.19,2.19,5.15,423.6
991.29,7.59,281.45,4.19,79.0,10.44,8.25,2.19,5.19,423.3
991.41,7.61,281.46,4.25,79.2,10.46,8.28,2.17,5.21,423.3
991.39,7.66,281.52,4.3,79.2,10.49,8.31,2.18,5.23,423.1
991.4,7.69,281.54,4.36,79.4,10.51,8.35,2.17,5.25,423.0
991.53,7.82,281.66,4.38,78.8,10.61,8.36,2.25,5.26,422.8
991.73,7.81,281.64,4.43,79.1,10.6,8.38,2.22,5.28,422.9
991.84,7.82,281.64,4.45,79.2,10.61,8.4,2.21,5.29,422.9
992.11,7.89,281.69,4.59,79.6,10.66,8.48,2.17,5.34,422.8
992.26,7.88,281.67,4.69,80.2,10.65,8.54,2.11,5.37,422.8
992.37,7.9,281.68,4.76,80.5,10.67,8.59,2.08,5.4,422.7
992.51,7.97,281.74,4.74,80.0,10.72,8.57,2.14,5.39,422.9
992.81,7.95,281.69,4.85,80.7,10.7,8.64,2.07,5.43,422.9
993.05,7.72,281.44,5.13,83.6,10.53,8.81,1.73,5.54,422.9
993.18,7.54,281.25,5.22,85.2,10.41,8.87,1.54,5.57,423.1
993.39,7.53,281.22,5.23,85.3,10.4,8.87,1.53,5.57,423.2
993.55,7.64,281.32,5.25,84.8,10.48,8.88,1.59,5.58,423.2
993.79,7.83,281.49,5.3,84.0,10.61,8.92,1.7,5.6,423.5
993.96,8.01,281.66,5.39,83.5,10.75,8.97,1.77,5.63,423.2
994.17,8.17,281.8,5.69,84.3,10.86,9.16,1.71,5.75,423.2
994.32,7.92,281.54,5.93,87.2,10.68,9.31,1.37,5.85,423.0
994.62,7.62,281.21,5.98,89.3,10.46,9.34,1.12,5.86,422.8
995.02,7.11,280.67,5.46,89.2,10.1,9.01,1.09,5.65,421.3
995.29,6.61,280.15,4.69,87.5,9.76,8.54,1.22,5.36,419.0
995.66,6.25,279.76,3.92,85.0,9.52,8.09,1.43,5.07,419.2
995.92,5.85,279.34,3.56,85.2,9.26,7.89,1.37,4.94,418.2
996.15,5.58,279.05,3.4,85.8,9.09,7.8,1.29,4.88,417.9
996.47,5.44,278.89,3.18,85.3,9.0,7.68,1.32,4.81,417.9
996.69,5.33,278.76,2.96,84.6,8.93,7.56,1.38,4.73,417.9
996.81,5.23,278.64,2.77,84.1,8.87,7.46,1.41,4.67,417.9
997.01,5.19,278.59,2.6,83.3,8.85,7.37,1.48,4.61,417.9
997.12,5.08,278.47,2.58,83.8,8.78,7.36,1.42,4.6,417.9
997.28,4.94,278.31,2.64,85.0,8.69,7.39,1.3,4.62,418.4
997.48,4.87,278.23,2.64,85.4,8.65,7.39,1.26,4.62,418.4
997.67,4.87,278.22,2.5,84.6,8.65,7.32,1.33,4.57,418.3
997.76,4.87,278.21,2.36,83.7,8.65,7.24,1.41,4.53,418.3
997.82,4.88,278.21,2.33,83.5,8.65,7.23,1.43,4.52,418.3
997.85,4.78,278.11,2.18,83.2,8.59,7.15,1.44,4.47,418.3
997.99,4.64,277.96,1.69,81.1,8.51,6.9,1.61,4.31,417.9
998.08,4.42,277.74,1.51,81.3,8.38,6.82,1.57,4.26,417.8
998.08,4.22,277.53,1.72,83.7,8.26,6.92,1.35,4.32,417.9
998.0,4.13,277.45,1.81,84.8,8.21,6.96,1.25,4.35,418.3
998.09,4.03,277.34,1.69,84.7,8.15,6.9,1.25,4.31,418.4
998.11,3.89,277.2,1.62,85.1,8.07,6.87,1.2,4.29,418.8
998.05,3.76,277.07,1.46,84.9,8.0,6.79,1.21,4.24,419.0
997.93,3.67,276.99,1.23,84.0,7.95,6.68,1.27,4.17,419.4
997.83,3.72,277.05,1.06,82.7,7.98,6.6,1.38,4.12,419.4
997.83,3.76,277.09,0.95,81.8,8.0,6.54,1.46,4.09,419.4
997.98,3.81,277.13,0.92,81.3,8.03,6.53,1.5,4.08,419.4
997.97,3.8,277.12,0.82,80.8,8.03,6.48,1.54,4.05,419.4
997.9,3.83,277.16,0.76,80.3,8.04,6.46,1.58,4.03,419.0
997.91,3.8,277.13,0.75,80.4,8.02,6.45,1.57,4.03,419.1
997.93,3.74,277.06,0.68,80.3,7.99,6.42,1.57,4.01,419.4
998.01,3.69,277.01,0.59,80.1,7.96,6.38,1.58,3.98,419.4
998.08,3.67,276.98,0.51,79.7,7.95,6.34,1.61,3.96,419.4
998.0,3.67,276.99,0.45,79.4,7.95,6.31,1.64,3.94,419.4
998.09,3.67,276.98,0.4,79.1,7.95,6.29,1.66,3.93,419.6
998.19,3.67,276.97,0.38,79.0,7.95,6.28,1.67,3.92,419.7
998.26,3.67,276.97,0.38,79.0,7.95,6.28,1.67,3.92,419.9
998.23,3.64,276.94,0.36,79.0,7.93,6.27,1.67,3.91,419.9
998.23,3.58,276.88,0.35,79.3,7.9,6.26,1.64,3.91,419.9
998.14,3.49,276.8,0.4,80.1,7.85,6.29,1.56,3.93,420.3
998.16,3.41,276.72,0.39,80.5,7.81,6.28,1.52,3.93,420.3
998.26,3.4,276.7,0.4,80.6,7.8,6.29,1.51,3.93,420.4
998.17,3.38,276.69,0.31,80.2,7.79,6.25,1.54,3.9,420.7
998.24,3.31,276.61,0.28,80.4,7.75,6.23,1.52,3.89,421.2
998.4,3.28,276.57,0.11,79.6,7.73,6.16,1.58,3.84,420.8
998.43,3.28,276.57,0.04,79.2,7.73,6.13,1.61,3.83,420.4
998.61,3.21,276.48,-0.03,79.2,7.69,6.09,1.6,3.8,420.4
998.71,3.25,276.51,0.02,79.3,7.71,6.12,1.6,3.82,420.9
998.71,3.24,276.5,-0.08,78.8,7.71,6.07,1.63,3.79,420.3
998.76,3.27,276.53,-0.11,78.4,7.73,6.06,1.67,3.78,420.5
998.62,3.33,276.59,-0.13,78.0,7.76,6.05,1.71,3.78,420.8
998.59,3.34,276.61,-0.25,77.2,7.77,6.0,1.77,3.74,421.5
998.51,3.35,276.63,-0.31,76.8,7.77,5.97,1.8,3.73,420.8
998.43,3.36,276.64,-0.38,76.4,7.78,5.94,1.84,3.71,420.8
998.5,3.32,276.6,-0.43,76.3,7.76,5.92,1.84,3.69,420.6
998.59,3.27,276.54,-0.47,76.4,7.73,5.9,1.82,3.68,420.9
998.67,3.27,276.53,-0.54,76.0,7.73,5.87,1.85,3.67,420.8
998.78,3.33,276.59,-0.58,75.4,7.76,5.85,1.91,3.65,420.8
998.76,3.37,276.63,-0.66,74.8,7.78,5.82,1.96,3.63,420.8
998.63,3.4,276.67,-0.64,74.7,7.8,5.83,1.97,3.64,420.9
998.61,3.49,276.76,-0.67,74.1,7.85,5.82,2.03,3.63,420.8
998.56,3.6,276.88,-0.62,73.8,7.91,5.84,2.07,3.64,420.9
998.51,3.73,277.01,-0.59,73.3,7.98,5.85,2.13,3.65,420.8
998.53,3.87,277.14,-0.55,72.8,8.06,5.87,2.19,3.66,420.6
998.59,3.94,277.21,-0.48,72.8,8.1,5.9,2.2,3.68,420.6
998.45,4.01,277.29,-0.43,72.7,8.14,5.92,2.22,3.7,420.7
998.34,3.92,277.21,-0.33,73.7,8.09,5.96,2.13,3.72,421.0
998.18,3.87,277.17,-0.29,74.2,8.06,5.98,2.08,3.74,421.3
997.89,3.88,277.21,-0.22,74.5,8.07,6.01,2.06,3.76,421.7
997.81,3.87,277.2,-0.16,74.9,8.06,6.04,2.02,3.77,421.5
997.65,3.93,277.28,-0.13,74.7,8.1,6.05,2.05,3.78,421.4
997.58,4.03,277.38,-0.09,74.4,8.16,6.07,2.09,3.79,421.5
997.53,4.15,277.5,-0.05,74.0,8.22,6.08,2.14,3.8,421.3
997.41,4.23,277.59,-0.01,73.8,8.27,6.1,2.17,3.81,421.4
997.35,4.3,277.67,-0.01,73.4,8.31,6.1,2.21,3.81,421.3
997.06,4.44,277.83,0.0,72.8,8.39,6.11,2.28,3.82,421.2
996.93,4.54,277.94,0.02,72.4,8.45,6.12,2.33,3.83,421.2
996.51,4.63,278.07,0.07,72.2,8.51,6.14,2.36,3.84,421.2
996.39,4.68,278.12,0.04,71.8,8.53,6.13,2.41,3.83,421.2
996.22,4.77,278.23,0.11,71.7,8.59,6.16,2.43,3.85,421.1
995.9,4.87,278.36,0.1,71.1,8.65,6.15,2.5,3.85,420.9
995.76,4.99,278.49,0.17,70.9,8.72,6.19,2.54,3.87,420.8
995.76,5.12,278.62,0.22,70.5,8.8,6.21,2.6,3.89,420.9
995.64,5.21,278.71,0.19,69.93,8.85,6.19,2.66,3.88,420.8
995.56,5.23,278.74,0.23,70.0,8.87,6.21,2.66,3.89,420.8
995.61,5.31,278.82,0.24,69.71,8.92,6.22,2.7,3.89,420.9
995.8,5.34,278.84,0.27,69.66,8.94,6.23,2.71,3.9,420.8
996.1,5.4,278.87,0.33,69.68,8.98,6.26,2.72,3.92,420.9
996.0,5.31,278.78,0.53,71.2,8.92,6.35,2.57,3.97,421.3
995.96,5.07,278.55,0.83,74.0,8.77,6.49,2.28,4.06,421.3
996.01,4.8,278.28,1.27,77.8,8.61,6.7,1.91,4.19,421.3
996.11,4.55,278.02,1.5,80.5,8.46,6.81,1.65,4.26,421.4
996.18,4.36,277.82,1.69,82.7,8.35,6.9,1.44,4.32,421.8
996.22,4.3,277.76,1.72,83.2,8.31,6.92,1.4,4.33,422.0
996.15,4.37,277.83,1.73,82.9,8.35,6.92,1.43,4.33,422.4
996.04,4.44,277.91,1.71,82.4,8.39,6.91,1.48,4.33,422.8
996.07,4.53,278.0,1.72,81.9,8.45,6.92,1.53,4.33,422.9
996.09,4.6,278.07,1.75,81.7,8.49,6.93,1.55,4.34,423.2
996.27,4.7,278.15,1.8,81.4,8.55,6.96,1.59,4.35,423.2
996.21,4.83,278.3,1.83,80.8,8.63,6.97,1.66,4.36,423.3
996.11,4.97,278.44,1.87,80.3,8.71,6.99,1.72,4.38,423.5
996.07,4.87,278.35,1.86,80.8,8.65,6.99,1.66,4.38,423.8
996.16,4.92,278.38,1.91,80.8,8.68,7.01,1.67,4.39,423.9
996.34,4.94,278.39,1.93,80.8,8.69,7.02,1.67,4.4,424.2
996.34,4.94,278.39,1.93,80.8,8.69,7.02,1.67,4.4,424.3
996.38,5.0,278.45,1.92,80.4,8.73,7.02,1.71,4.39,424.1
996.47,5.11,278.55,1.95,80.0,8.79,7.04,1.76,4.4,423.8
996.48,5.26,278.7,1.96,79.2,8.89,7.04,1.85,4.41,423.7
996.66,5.34,278.76,2.04,79.2,8.94,7.08,1.86,4.43,423.7
996.95,5.21,278.61,2.23,81.0,8.86,7.17,1.68,4.49,423.6
997.54,5.03,278.39,2.51,83.7,8.75,7.32,1.43,4.58,423.3
998.11,4.5,277.81,2.36,85.9,8.43,7.24,1.19,4.52,423.1
998.59,3.35,276.62,1.47,87.4,7.77,6.79,0.98,4.24,421.0
998.97,2.55,275.79,0.97,89.3,7.34,6.56,0.79,4.09,420.2
999.2,2.08,275.3,0.69,90.5,7.1,6.42,0.67,4.01,419.5
999.26,1.93,275.15,0.66,91.2,7.02,6.41,0.62,4.0,418.6
999.31,1.93,275.15,0.57,90.6,7.03,6.36,0.66,3.97,417.6
999.33,1.84,275.05,0.4,90.1,6.98,6.29,0.69,3.92,417.4
999.3,1.68,274.89,0.36,90.9,6.9,6.27,0.63,3.91,417.8
999.37,1.73,274.94,0.49,91.4,6.92,6.33,0.6,3.95,417.8
999.58,1.97,275.16,0.6,90.6,7.04,6.38,0.66,3.98,418.1
999.69,2.07,275.25,0.56,89.7,7.09,6.36,0.73,3.97,418.3
999.93,2.03,275.2,0.57,90.0,7.08,6.37,0.71,3.97,418.4
1000.11,2.01,275.16,0.59,90.3,7.06,6.38,0.69,3.98,418.8
1000.33,2.08,275.21,0.66,90.3,7.1,6.41,0.69,3.99,419.1
1000.66,2.2,275.31,0.74,90.0,7.16,6.45,0.72,4.02,419.5
1000.83,2.26,275.35,0.71,89.5,7.19,6.43,0.75,4.01,420.1
1000.9,2.21,275.3,0.55,88.7,7.17,6.36,0.81,3.96,420.1
1001.09,2.22,275.29,0.46,88.1,7.17,6.32,0.85,3.93,419.5
1001.35,2.24,275.29,0.45,87.9,7.18,6.31,0.87,3.93,419.6
1001.59,2.21,275.25,0.42,87.9,7.17,6.3,0.87,3.92,419.9
1001.8,2.22,275.24,0.42,87.8,7.17,6.3,0.87,3.92,419.9
1002.13,2.27,275.27,0.42,87.5,7.2,6.3,0.9,3.92,419.9
1002.3,2.22,275.2,0.37,87.5,7.17,6.28,0.9,3.9,419.9
1002.48,2.16,275.13,0.26,87.2,7.14,6.23,0.91,3.87,419.9
1002.51,2.1,275.06,0.14,86.8,7.11,6.17,0.94,3.84,419.9
1002.5,1.99,274.96,-0.04,86.3,7.05,6.09,0.97,3.79,419.9
1002.69,1.9,274.85,-0.18,86.0,7.01,6.03,0.98,3.75,419.8
1002.92,1.94,274.87,-0.4,84.4,7.03,5.93,1.1,3.69,419.5
1002.87,1.91,274.85,-0.43,84.4,7.01,5.92,1.09,3.68,419.4
1002.93,1.86,274.79,-0.54,84.0,6.99,5.87,1.12,3.65,419.4
1003.02,1.81,274.74,-0.64,83.7,6.96,5.83,1.14,3.62,419.6
1003.23,1.65,274.56,-0.57,85.1,6.88,5.86,1.03,3.64,420.0
1003.36,1.53,274.43,-0.59,85.7,6.82,5.85,0.98,3.63,419.9
1003.47,1.47,274.35,-0.64,85.8,6.79,5.83,0.96,3.62,420.1
1003.45,1.47,274.36,-0.71,85.3,6.8,5.8,1.0,3.6,420.0
1003.57,1.47,274.35,-0.83,84.6,6.79,5.75,1.05,3.57,419.8
1003.87,1.49,274.35,-0.91,84.0,6.8,5.72,1.09,3.55,419.4
1004.02,1.59,274.44,-1.02,82.7,6.86,5.67,1.19,3.52,419.0
1004.18,1.81,274.64,-1.15,80.6,6.96,5.61,1.35,3.48,418.9
1004.25,1.96,274.78,-1.13,79.9,7.04,5.62,1.41,3.49,418.9
1004.34,2.05,274.87,-1.21,78.9,7.08,5.59,1.49,3.47,418.9
1004.5,2.1,274.9,-1.13,79.1,7.11,5.62,1.49,3.49,418.9
1004.64,2.03,274.83,-1.04,80.0,7.07,5.66,1.41,3.51,419.2
1004.7,2.01,274.8,-1.03,80.2,7.06,5.67,1.4,3.51,419.3
1004.92,2.01,274.79,-1.04,80.1,7.06,5.66,1.41,3.51,419.3
1004.98,2.01,274.78,-1.03,80.2,7.06,5.66,1.4,3.51,419.3
1005.09,2.07,274.83,-1.06,79.7,7.09,5.65,1.44,3.51,419.6
1004.98,1.99,274.76,-0.96,80.7,7.05,5.69,1.36,3.53,419.7
1005.21,1.95,274.71,-0.91,81.2,7.04,5.71,1.32,3.54,419.8
1005.39,2.02,274.75,-0.94,80.7,7.07,5.7,1.36,3.54,419.7
1005.51,2.13,274.85,-1.0,79.7,7.12,5.68,1.45,3.52,419.7
1005.49,2.16,274.89,-1.06,79.2,7.14,5.65,1.48,3.5,419.7
1005.65,2.14,274.86,-1.11,79.0,7.13,5.63,1.5,3.49,419.7
1005.74,2.14,274.85,-1.01,79.6,7.13,5.67,1.45,3.52,419.7
1005.83,2.14,274.84,-0.99,79.7,7.13,5.68,1.45,3.52,419.7
1005.95,2.14,274.84,-1.0,79.6,7.13,5.68,1.45,3.52,419.7
1006.01,2.17,274.85,-1.05,79.2,7.14,5.66,1.49,3.5,419.5
1006.14,2.15,274.82,-1.13,78.8,7.13,5.62,1.51,3.48,419.3
1006.21,2.17,274.85,-1.19,78.3,7.15,5.6,1.55,3.47,419.3
1006.2,2.2,274.87,-1.24,77.9,7.16,5.58,1.58,3.45,419.2
1006.29,2.16,274.83,-1.24,78.1,7.14,5.58,1.56,3.45,419.6
1006.38,2.1,274.76,-1.2,78.7,7.11,5.59,1.51,3.46,419.7
1006.47,2.08,274.73,-1.18,78.9,7.1,5.6,1.5,3.47,420.0
1006.47,2.07,274.72,-1.16,79.1,7.09,5.61,1.48,3.48,420.1
1006.5,2.02,274.67,-1.17,79.3,7.07,5.61,1.46,3.47,420.0
1006.54,2.05,274.7,-1.24,78.7,7.09,5.58,1.51,3.45,419.7
1006.7,2.07,274.71,-1.28,78.4,7.09,5.56,1.53,3.44,419.8
1006.73,2.09,274.72,-1.28,78.3,7.1,5.56,1.54,3.44,420.0
1006.75,2.06,274.69,-1.3,78.3,7.09,5.55,1.54,3.44,420.1
1006.85,2.02,274.64,-1.43,77.8,7.07,5.5,1.57,3.4,420.0
1006.95,2.1,274.72,-1.62,76.3,7.11,5.42,1.68,3.36,419.6
1007.03,2.15,274.76,-1.76,75.2,7.14,5.37,1.77,3.32,419.3
1006.97,2.18,274.79,-1.81,74.8,7.15,5.35,1.8,3.31,419.3
1007.04,2.17,274.78,-1.77,75.1,7.14,5.36,1.78,3.32,419.5
1007.04,2.15,274.76,-1.85,74.7,7.14,5.33,1.81,3.3,419.6
1007.08,2.19,274.8,-2.12,73.0,7.16,5.22,1.93,3.23,419.3
1007.18,2.28,274.87,-2.32,71.5,7.2,5.15,2.05,3.19,419.2
1007.21,2.27,274.86,-2.22,72.1,7.2,5.19,2.01,3.21,419.3
1007.29,2.26,274.85,-2.39,71.2,7.19,5.12,2.07,3.17,419.2
1007.33,2.29,274.87,-2.5,70.5,7.2,5.08,2.13,3.14,419.3
1007.4,2.31,274.89,-2.65,69.6,7.22,5.02,2.19,3.11,419.0
1007.39,2.28,274.86,-2.61,69.94,7.2,5.04,2.17,3.12,418.9
1007.47,2.33,274.9,-2.62,69.69,7.23,5.04,2.19,3.11,419.0
1007.64,2.29,274.85,-2.38,71.1,7.21,5.12,2.08,3.17,419.3
1007.83,2.25,274.79,-2.43,71.1,7.18,5.11,2.08,3.16,419.3
1007.98,2.29,274.83,-2.59,70.0,7.21,5.05,2.16,3.12,419.2
1008.14,2.32,274.84,-2.69,69.33,7.22,5.01,2.21,3.09,419.0
1008.21,2.27,274.78,-2.6,70.1,7.19,5.04,2.15,3.12,419.2
1008.42,2.25,274.75,-2.63,70.0,7.19,5.03,2.16,3.11,419.2
1008.49,2.32,274.81,-2.81,68.74,7.22,4.96,2.26,3.07,418.8
1008.58,2.35,274.84,-2.92,68.01,7.24,4.92,2.32,3.04,418.4
1008.67,2.43,274.91,-2.88,67.84,7.28,4.94,2.34,3.05,418.4
1008.71,2.41,274.89,-2.76,68.55,7.27,4.98,2.29,3.08,418.4
1008.78,2.31,274.78,-2.29,71.5,7.21,5.16,2.06,3.19,421.7
1008.79,1.93,274.4,-1.16,79.9,7.02,5.61,1.41,3.47,430.4
1008.84,1.79,274.26,-1.02,81.5,6.95,5.67,1.29,3.5,431.5
1008.92,1.9,274.36,-1.02,80.9,7.01,5.67,1.34,3.5,430.5
1008.95,2.01,274.47,-0.98,80.5,7.06,5.69,1.38,3.51,430.4
1009.01,2.1,274.55,-0.98,80.0,7.11,5.69,1.42,3.51,429.3
1009.07,2.24,274.69,-0.99,79.1,7.18,5.68,1.5,3.51,427.9
1008.92,2.38,274.85,-1.11,77.6,7.26,5.63,1.63,3.48,427.0
1008.79,2.55,275.02,-1.56,74.2,7.34,5.45,1.89,3.36,422.2
1008.78,2.75,275.22,-1.89,71.4,7.45,5.32,2.13,3.28,418.3
1008.69,2.86,275.33,-1.73,71.7,7.5,5.38,2.12,3.32,419.9
1008.61,3.01,275.49,-1.5,72.1,7.59,5.47,2.12,3.38,420.2
1008.67,3.13,275.61,-1.01,74.1,7.65,5.67,1.98,3.5,423.2
1008.61,3.12,275.61,-2.01,68.9,7.65,5.27,2.38,3.26,418.0
1008.55,3.16,275.64,-2.06,68.49,7.66,5.25,2.42,3.24,416.6
1008.41,3.31,275.8,-1.91,68.51,7.75,5.31,2.44,3.28,416.6
1008.34,3.5,276.0,-1.88,67.7,7.85,5.32,2.54,3.29,417.0
1008.21,3.39,275.9,-1.99,67.72,7.79,5.28,2.52,3.26,416.5
1008.17,3.39,275.9,-1.95,67.92,7.79,5.29,2.5,3.27,416.0
1008.16,3.47,275.99,-1.86,67.99,7.84,5.33,2.51,3.29,416.3
1007.98,3.45,275.98,-1.95,67.63,7.83,5.29,2.53,3.27,415.9
1007.88,3.47,276.01,-1.96,67.5,7.84,5.29,2.55,3.27,415.6
1007.71,3.53,276.08,-1.91,67.41,7.87,5.31,2.57,3.28,415.2
1007.54,3.61,276.17,-1.75,67.89,7.91,5.37,2.54,3.32,415.3
1007.44,3.81,276.38,-1.69,67.22,8.03,5.4,2.63,3.34,415.4
1007.43,4.07,276.65,-1.65,66.15,8.18,5.41,2.77,3.35,415.6
1007.5,4.17,276.74,-1.62,65.84,8.23,5.42,2.81,3.35,415.3
1007.42,4.37,276.94,-1.56,65.22,8.35,5.45,2.9,3.37,415.6
1007.33,4.29,276.87,-1.53,65.75,8.3,5.46,2.84,3.38,415.0
1007.31,4.28,276.86,-1.47,66.06,8.3,5.48,2.82,3.39,415.1
1007.33,4.43,277.01,-1.4,65.68,8.39,5.51,2.88,3.41,415.3
1007.39,4.29,276.87,-1.38,66.46,8.31,5.52,2.79,3.42,414.8
1007.4,4.06,276.63,-1.34,67.79,8.17,5.54,2.63,3.43,414.4
1007.5,3.84,276.41,-1.39,68.53,8.05,5.51,2.53,3.41,414.4
1007.57,3.67,276.23,-1.35,69.6,7.95,5.53,2.42,3.42,414.2
1007.78,3.58,276.12,-1.3,70.3,7.9,5.55,2.35,3.43,413.9
